catchment_id,du,x,y,sourceName,identifier,comid
cat-2527958,d,-106.49545612327542,33.94165932273948,NHDPlus comid,17743691,17743691
cat-2528001,u,-106.5203793191623,34.0192872634335,NHDPlus comid,17743087,17743087
cat-2873598,d,-116.70139582883336,40.88987421013258,NHDPlus comid,11191143,11191143
cat-2873590,u,-116.7083653503422,40.78365535496819,NHDPlus comid,11191485,11191485
cat-1819617,d,-107.51215099667944,46.00455401828309,NHDPlus comid,12775229,12775229
cat-1819627,u,-107.47658586337832,46.01412702286488,NHDPlus comid,12775171,12775171
cat-2617147,d,-111.07748176438056,37.91125048758726,NHDPlus comid,4885121,4885121
cat-2617156,u,-111.080577939396,37.879326710107,NHDPlus comid,4885127,4885127
cat-2413922,d,-99.99781684097093,32.59307602012684,NHDPlus comid,5489433,5489433
cat-2413917,u,-100.0133692732756,32.54421250740206,NHDPlus comid,5488411,5488411
cat-2980998,d,-116.05015262869227,46.33935734695036,NHDPlus comid,23609420,23609420
cat-2980993,u,-115.75072357069644,46.30437214848845,NHDPlus comid,23611366,23611366
cat-1783706,d,-96.89386510881468,44.3408634508851,NHDPlus comid,9376072,9376072
cat-1784931,u,-97.00279462671408,44.312704085935685,NHDPlus comid,9376146,9376146
cat-2185351,d,-91.6078229721162,37.47041852639472,NHDPlus comid,7516451,7516451
cat-2185342,u,-91.84525862517094,37.29559060512509,NHDPlus comid,7517801,7517801
cat-1529075,d,-93.22501204853074,39.12041724393711,NHDPlus comid,7498552,7498552
cat-1529087,u,-93.25346566083071,39.10349850920828,NHDPlus comid,7499752,7499752
cat-500235,d,-89.71975476628589,31.879796254352485,NHDPlus comid,18153029,18153029
cat-500236,u,-89.6748835126431,31.886798692142595,NHDPlus comid,18152949,18152949
cat-98370,d,-77.54236251743541,39.22616393646647,NHDPlus comid,4505706,4505706
cat-98372,u,-77.54403324840656,39.24011204377585,NHDPlus comid,4505658,4505658
cat-796308,d,-80.54307395007818,40.74335055137591,NHDPlus comid,3819269,3819269
cat-796299,u,-80.54485137807065,40.88298494163016,NHDPlus comid,3818785,3818785
cat-3300800,d,-123.42547765741564,40.75848104173711,NHDPlus comid,8245188,8245188
cat-3300785,u,-123.088909854381,40.655165082451255,NHDPlus comid,8244602,8244602
cat-1850918,d,-108.83024775959908,46.32328445985099,NHDPlus comid,12621552,12621552
cat-1850920,u,-108.86155682860657,46.33726206748845,NHDPlus comid,12621518,12621518
cat-2156297,d,-100.77303663127066,36.54744737284029,NHDPlus comid,13823330,13823330
cat-2156284,u,-100.79312369560238,36.55876167697246,NHDPlus comid,13823314,13823314
cat-1103917,d,-93.83587944060216,43.89265237168021,NHDPlus comid,10597134,10597134
cat-1103975,u,-93.76067283054984,43.87965553045135,NHDPlus comid,10597262,10597262
cat-1545273,d,-100.47591507157468,39.61175911586722,NHDPlus comid,8365104,8365104
cat-1545085,u,-100.53438532337948,39.62265486101492,NHDPlus comid,8365008,8365008
cat-2586848,d,-110.08547988492828,37.211444501575336,NHDPlus comid,1384252,1384252
cat-2586847,u,-110.06232060885338,37.17232006928657,NHDPlus comid,1383732,1383732
cat-418010,d,-81.56514040366712,27.056648163097964,NHDPlus comid,16808155,16808155
cat-418013,u,-81.63873567879756,27.177232151117806,NHDPlus comid,16807611,16807611
cat-499565,d,-89.13039316372125,31.04679102342481,NHDPlus comid,18105022,18105022
cat-499638,u,-89.12064123739125,31.074948568871044,NHDPlus comid,18105000,18105000
cat-415835,d,-81.78082791577476,30.425652624810272,NHDPlus comid,16659339,16659339
cat-415862,u,-81.7961660183054,30.40999375867669,NHDPlus comid,16659345,16659345
cat-2720030,d,-114.54199413487694,35.94394119954573,NHDPlus comid,20591192,20591192
cat-2720025,u,-114.51773350062555,35.83983341128881,NHDPlus comid,945010208,945010208
cat-482219,d,-87.7781140787843,32.475400893411674,NHDPlus comid,18211838,18211838
cat-482221,u,-87.75864593752291,32.488871150613235,NHDPlus comid,18211796,18211796
cat-640184,d,-86.92026074669869,41.61394688747163,NHDPlus comid,3396960,3396960
cat-640202,u,-86.91455082722223,41.58953548336238,NHDPlus comid,3396976,3396976
cat-501355,d,-88.58084105197182,31.32316188199364,NHDPlus comid,18171636,18171636
cat-501360,u,-88.5852297510554,31.36506030823284,NHDPlus comid,18171530,18171530
cat-3295262,d,-120.42357695376111,41.6882721447858,NHDPlus comid,7923593,7923593
cat-3291531,u,-120.36241625367131,41.66949955741004,NHDPlus comid,7923613,7923613
cat-1541288,d,-98.92622850104566,40.18506688331718,NHDPlus comid,19014461,19014461
cat-1541291,u,-98.97790873185316,40.218717613582506,NHDPlus comid,19009075,19009075
cat-2710821,d,-111.06650950390284,33.42236422481552,NHDPlus comid,22442420,22442420
cat-2710822,u,-111.10278189389348,33.41565890115359,NHDPlus comid,22442416,22442416
cat-1491080,d,-96.28650268706416,46.74239427677316,NHDPlus comid,6689569,6689569
cat-1491079,u,-96.21766600634706,46.72797196848818,NHDPlus comid,6689437,6689437
cat-2173169,d,-102.100033663928,37.25403822323733,NHDPlus comid,20072881,20072881
cat-2173167,u,-102.34217493249378,37.17613697079143,NHDPlus comid,20071835,20071835
cat-1315635,d,-90.97367222264764,33.40413212110516,NHDPlus comid,17929382,17929382
cat-1315875,u,-90.9405706151747,33.38975498101226,NHDPlus comid,17929406,17929406
cat-244907,d,-79.87218484630827,35.1872338553671,NHDPlus comid,9210758,9210758
cat-244991,u,-79.90329654945002,35.461385177454325,NHDPlus comid,9210374,9210374
cat-3053105,d,-119.4724635451526,43.2813854865977,NHDPlus comid,24018071,24018071
cat-3053109,u,-119.35115403803412,43.08339728699149,NHDPlus comid,24018093,24018093
cat-1793568,d,-102.4130458366601,44.56076650682039,NHDPlus comid,14374467,14374467
cat-1793572,u,-102.4224359852888,44.547647664247215,NHDPlus comid,14374513,14374513
cat-2980273,d,-113.64592957440092,44.81131940576637,NHDPlus comid,23512872,23512872
cat-2980272,u,-113.62311102140694,44.8302170211261,NHDPlus comid,23512870,23512870
cat-2151728,d,-105.0156654408834,36.02752793710288,NHDPlus comid,20043252,20043252
cat-2151727,u,-105.02190508400643,36.02076219422489,NHDPlus comid,20043016,20043016
cat-3291021,d,-121.10714639799056,40.28618908912635,NHDPlus comid,2772866,2772866
cat-3292280,u,-121.09767363093688,40.274324632993206,NHDPlus comid,2773686,2773686
cat-1086515,d,-91.1307302896829,41.6676338553288,NHDPlus comid,17556297,17556297
cat-1086516,u,-91.19984854409934,41.6713774462112,NHDPlus comid,17556291,17556291
cat-92317,d,-75.35680415062846,42.60899529921237,NHDPlus comid,8085415,8085415
cat-92263,u,-75.2433654504118,42.84040222075031,NHDPlus comid,8085033,8085033
cat-2416090,d,-97.09111460044672,31.92980935947997,NHDPlus comid,5513382,5513382
cat-2416093,u,-97.10615182927374,31.949979732272364,NHDPlus comid,5513380,5513380
cat-1802711,d,-101.23739245531684,45.32523548154292,NHDPlus comid,11257220,11257220
cat-1802724,u,-101.25213180985672,45.29231632461878,NHDPlus comid,11257230,11257230
cat-1555523,d,-101.68898046497068,42.131214198522805,NHDPlus comid,17393130,17393130
cat-1555522,u,-101.74940399760855,42.10237828846568,NHDPlus comid,17393318,17393318
cat-1311934,d,-91.90991705997612,31.859424568834925,NHDPlus comid,19434510,19434510
cat-1311933,u,-91.96963880499172,31.87101587044908,NHDPlus comid,19434430,19434430
cat-1852960,d,-108.07798358501026,48.34982604343176,NHDPlus comid,12327319,12327319
cat-1854642,u,-108.13499830734663,48.30645198770684,NHDPlus comid,12327395,12327395
cat-2984456,d,-117.75168948920351,46.62243319419341,NHDPlus comid,23450659,23450659
cat-2984450,u,-117.52921731278262,46.56336941056661,NHDPlus comid,23449443,23449443
cat-2431919,d,-94.07852554311914,30.331593384823208,NHDPlus comid,1113877,1113877
cat-2431910,u,-94.06357504904037,30.43216269445899,NHDPlus comid,1113849,1113849
cat-2861984,d,-119.31957201003809,41.26669444817296,NHDPlus comid,8949208,8949208
cat-2861982,u,-119.41794893891692,41.25030882068877,NHDPlus comid,8949230,8949230
cat-1547843,d,-94.85413912553554,39.863790875446696,NHDPlus comid,2252695,2252695
cat-1547839,u,-94.88391020710289,39.89098414983104,NHDPlus comid,2252699,2252699
cat-244327,d,-80.47771719716947,34.846128941414065,NHDPlus comid,9204293,9204293
cat-246289,u,-80.48823026568859,34.87377437169416,NHDPlus comid,9204249,9204249
cat-2874242,d,-114.87299955821962,39.20807787450985,NHDPlus comid,11338905,11338905
cat-2874279,u,-114.74192987055144,39.253241604712585,NHDPlus comid,11340307,11340307
cat-3327734,d,-116.16849318610988,33.111987934450546,NHDPlus comid,22596149,22596149
cat-3327733,u,-116.14810502097858,33.062602766065574,NHDPlus comid,22596345,22596345
cat-786385,d,-82.52022901258105,38.32023958531504,NHDPlus comid,3964476,3964476
cat-786388,u,-82.44607113380034,38.35538538758413,NHDPlus comid,3964384,3964384
cat-88823,d,-78.22518984383656,40.831760879153926,NHDPlus comid,4673619,4673619
cat-88824,u,-78.18355678582661,40.81050280472031,NHDPlus comid,4673733,4673733
cat-2861844,d,-116.0421727863644,40.42149529896788,NHDPlus comid,11227604,11227604
cat-2861845,u,-116.04014369922965,40.40532121971368,NHDPlus comid,11227616,11227616
cat-3000357,d,-116.25529061027108,45.67783353059136,NHDPlus comid,23560527,23560527
cat-3000363,u,-116.04855687345186,45.54899697741452,NHDPlus comid,23562071,23562071
cat-668094,d,-76.14330513100431,43.09753817427171,NHDPlus comid,21974929,21974929
cat-668093,u,-76.0782012658242,43.109806863177766,NHDPlus comid,21974183,21974183
cat-2999924,d,-120.5631936869872,44.56825788085367,NHDPlus comid,23732711,23732711
cat-2982781,u,-120.59519494904885,44.56175660174796,NHDPlus comid,23732703,23732703
cat-2401217,d,-95.94555440303068,32.39708597200519,NHDPlus comid,1299300,1299300
cat-2401225,u,-95.94666999277987,32.37999703916669,NHDPlus comid,1299304,1299304
cat-2587110,d,-109.38129479026706,37.71117192320845,NHDPlus comid,3273234,3273234
cat-2587109,u,-109.41632584738784,37.75771896919771,NHDPlus comid,3273234,3273234
cat-2512162,d,-103.12298836231666,30.25064037526048,NHDPlus comid,302382,302382
cat-2512161,u,-103.0654296582775,30.27337538104345,NHDPlus comid,302732,302732
cat-1116579,d,-89.82072401535862,39.13622068316148,NHDPlus comid,3622175,3622175
cat-1116585,u,-89.74583779351299,39.16434318270698,NHDPlus comid,3622159,3622159
cat-2985523,d,-123.82510477398264,45.99697854866951,NHDPlus comid,23832781,23832781
cat-2985520,u,-123.7456280607684,45.96337224916167,NHDPlus comid,23832789,23832789
cat-3298235,d,-122.6664450546477,38.57254572362772,NHDPlus comid,8272425,8272425
cat-3298606,u,-122.64971244843908,38.58055363386484,NHDPlus comid,8272403,8272403
cat-2431314,d,-95.08121397894378,31.88260218053924,NHDPlus comid,1151649,1151649
cat-2431329,u,-95.03280087323158,31.85258576451935,NHDPlus comid,1151705,1151705
cat-1007343,d,-82.32672232292916,36.78969666908628,NHDPlus comid,14639589,14639589
cat-1007309,u,-82.261226236867,36.80525608872465,NHDPlus comid,14640291,14640291
cat-1010994,d,-83.92395233361277,35.509814221364046,NHDPlus comid,19718671,19718671
cat-1010887,u,-83.92207635590778,35.46138183364353,NHDPlus comid,19721407,19721407
cat-1809043,d,-101.3025283776664,47.458572907371554,NHDPlus comid,14519439,14519439
cat-1809044,u,-101.25435439073593,47.44252841747675,NHDPlus comid,14518393,14518393
cat-88788,d,-78.02214687055417,40.9362501122619,NHDPlus comid,4673007,4673007
cat-88789,u,-78.03615796201777,40.90801826017672,NHDPlus comid,4673179,4673179
cat-3299487,d,-123.73798375713272,41.338308903261634,NHDPlus comid,4441524,4441524
cat-3302033,u,-123.6555861438801,41.46985390119084,NHDPlus comid,4441036,4441036
cat-2617701,d,-108.61467555350552,35.88513150500948,NHDPlus comid,16977046,16977046
cat-2617706,u,-108.7906404285909,35.90889986492284,NHDPlus comid,16977040,16977040
cat-2717514,d,-113.15547292837256,34.34138049137929,NHDPlus comid,21389206,21389206
cat-2717517,u,-113.10621129555436,34.26527961272572,NHDPlus comid,21389540,21389540
cat-668300,d,-76.86073414325095,42.371660074807856,NHDPlus comid,21984487,21984487
cat-668297,u,-76.98464517218648,42.37391638352041,NHDPlus comid,21983601,21983601
cat-1789733,d,-102.7187178284058,42.78570358583784,NHDPlus comid,16102925,16102925
cat-1789762,u,-102.70133090840038,42.78975284159807,NHDPlus comid,16102917,16102917
cat-817778,d,-86.24850919895097,38.58810365566358,NHDPlus comid,18445560,18445560
cat-817780,u,-86.25727719886869,38.56173333974701,NHDPlus comid,18445286,18445286
cat-1541057,d,-98.16034812455892,39.87397833824412,NHDPlus comid,19017327,19017327
cat-1541058,u,-98.159837328264,39.83585017651316,NHDPlus comid,19017471,19017471
cat-1065526,d,-90.36682307844605,38.53569537094611,NHDPlus comid,3624531,3624531
cat-1065520,u,-90.35224063980536,38.55070980204557,NHDPlus comid,3624527,3624527
cat-3009711,d,-120.1106337011489,46.93063944992129,NHDPlus comid,23210254,23210254
cat-3032990,u,-120.08804923224812,46.9189998354667,NHDPlus comid,23210260,23210260
cat-1581452,d,-91.80858691228852,37.986412628980325,NHDPlus comid,7446141,7446141
cat-1581458,u,-91.77165900467682,37.978170333594605,NHDPlus comid,7446155,7446155
cat-2591693,d,-109.20972358374624,36.6995830559453,NHDPlus comid,16999822,16999822
cat-2591680,u,-109.17886959634826,36.70599282325666,NHDPlus comid,16999812,16999812
cat-658430,d,-83.59361207373877,42.3602426328065,NHDPlus comid,13175217,13175217
cat-658439,u,-83.57478709657464,42.35942003909961,NHDPlus comid,13175219,13175219
cat-1003519,d,-87.43164534967329,34.88598131443379,NHDPlus comid,19579947,19579947
cat-1003525,u,-87.4750712915513,34.906390984236886,NHDPlus comid,19579817,19579817
cat-2978539,d,-112.3092712573534,43.19776933383849,NHDPlus comid,24478899,24478899
cat-2978959,u,-111.78142659991744,43.42209796211167,NHDPlus comid,23148436,23148436
cat-1084646,d,-92.3413123031296,42.3892983057444,NHDPlus comid,22474721,22474721
cat-1084661,u,-92.1832072607901,42.44065329715808,NHDPlus comid,22474425,22474425
cat-3047958,d,-124.01006901043884,42.28381453954308,NHDPlus comid,23950423,23950423
cat-3047962,u,-123.90784893313914,42.14337135938646,NHDPlus comid,23950291,23950291
cat-2403155,d,-96.7390738691762,32.93551941683768,NHDPlus comid,1260349,1260349
cat-2403154,u,-96.7597213326968,32.951358310498776,NHDPlus comid,1260351,1260351
cat-1785741,d,-96.26877464988068,43.73265324702778,NHDPlus comid,7223888,7223888
cat-1785774,u,-96.3033295264005,43.76221134111874,NHDPlus comid,7222748,7222748
cat-1842424,d,-111.39941600764944,47.36736931388798,NHDPlus comid,12416225,12416225
cat-1842417,u,-111.38582872306095,47.192342600195104,NHDPlus comid,12416463,12416463
cat-107248,d,-72.81606464826133,40.92804957802873,NHDPlus comid,9496826,9496826
cat-107250,u,-72.83658721166603,40.8878466373109,NHDPlus comid,9496212,9496212
cat-2721844,d,-112.5987887931619,36.47220836198508,NHDPlus comid,20709281,20709281
cat-2721847,u,-112.6943852108684,36.48374376691092,NHDPlus comid,20709235,20709235
cat-1576572,d,-94.42938449626492,38.418642644803455,NHDPlus comid,2335641,2335641
cat-1576583,u,-94.48777895642684,38.42197613729516,NHDPlus comid,2336137,2336137
cat-498336,d,-84.50554188246869,30.7646129783473,NHDPlus comid,10362242,10362242
cat-498343,u,-84.53968985127462,30.791126830694928,NHDPlus comid,10362192,10362192
cat-494434,d,-86.06024451204652,31.83722751260884,NHDPlus comid,2376687,2376687
cat-493585,u,-85.90341024441787,31.893768603560986,NHDPlus comid,2375967,2375967
cat-1082959,d,-92.03176928184624,41.54119196379248,NHDPlus comid,11917529,11917529
cat-1082952,u,-92.31555926066682,41.6430271072281,NHDPlus comid,11917057,11917057
cat-2140233,d,-100.88639410494557,34.46973805944522,NHDPlus comid,13963687,13963687
cat-2140232,u,-100.91818806514058,34.444355223302125,NHDPlus comid,13963687,13963687
cat-3300681,d,-121.38181352150448,42.8161719775347,NHDPlus comid,24082117,24082117
cat-3302491,u,-121.53723688325252,42.73801632881269,NHDPlus comid,24082187,24082187
cat-13750,d,-72.63781024858484,42.09633333198405,NHDPlus comid,6097601,6097601
cat-13748,u,-72.70412890954556,42.1077693749668,NHDPlus comid,6096531,6096531
cat-1072644,d,-88.25071450781635,41.16241677119242,NHDPlus comid,14780060,14780060
cat-1072636,u,-88.37879189350889,40.97949324203746,NHDPlus comid,14780448,14780448
cat-1560488,d,-104.9367659286763,40.87773455951276,NHDPlus comid,2919717,2919717
cat-1560489,u,-104.94067357706834,40.8656917483232,NHDPlus comid,2919723,2919723
cat-3004119,d,-116.17242761515227,41.75479488457625,NHDPlus comid,23336534,23336534
cat-3029972,u,-116.1526424606194,41.83232514957226,NHDPlus comid,23334132,23334132
cat-113480,d,-75.85861930642734,40.514376175377485,NHDPlus comid,4779055,4779055
cat-113460,u,-75.81466786928002,40.66615399162631,NHDPlus comid,4778905,4778905
cat-645335,d,-84.21602604892676,42.91475567522347,NHDPlus comid,12233940,12233940
cat-645334,u,-84.2298526706056,42.92612536968366,NHDPlus comid,12233892,12233892
cat-1101650,d,-92.81928294010142,45.57489230758713,NHDPlus comid,2645588,2645588
cat-1101646,u,-92.86463075262137,45.675639534720254,NHDPlus comid,2645526,2645526
cat-3051388,d,-122.98295796062332,47.50949391745182,NHDPlus comid,24288038,24288038
cat-3051393,u,-123.0103188532193,47.49761087575653,NHDPlus comid,24288040,24288040
cat-2402651,d,-97.6078002518116,32.845671645969965,NHDPlus comid,1268254,1268254
cat-2402662,u,-97.64638581459972,32.82620724974769,NHDPlus comid,1268306,1268306
cat-791684,d,-82.24278938312814,39.55723463806465,NHDPlus comid,15419019,15419019
cat-791679,u,-82.29745024077874,39.558639022365256,NHDPlus comid,15419051,15419051
cat-1102803,d,-91.7049892622391,46.19900345793456,NHDPlus comid,1850689,1850689
cat-1102811,u,-91.5268578510412,46.20118092271452,NHDPlus comid,1850335,1850335
cat-2997362,d,-120.12048105778666,48.54319253673029,NHDPlus comid,24385799,24385799
cat-2997361,u,-120.07987767618116,48.54289808350892,NHDPlus comid,24385795,24385795
cat-110605,d,-79.75084430641444,38.26377173409868,NHDPlus comid,8520739,8520739
cat-110618,u,-79.76129934330291,38.31967231049259,NHDPlus comid,8520725,8520725
cat-2985624,d,-117.59634928231418,43.08159912279909,NHDPlus comid,24541789,24541789
cat-3015879,u,-117.62728035326892,43.02617186383781,NHDPlus comid,24544369,24544369
cat-1853333,d,-106.8352769669879,48.09457460652789,NHDPlus comid,12307919,12307919
cat-1853332,u,-106.87694870627544,48.10247491786913,NHDPlus comid,12307919,12307919
cat-10439,d,-71.7191928356846,41.59620168070405,NHDPlus comid,6139978,6139978
cat-10435,u,-71.76610084168149,41.645570709595496,NHDPlus comid,6139950,6139950
cat-2151565,d,-105.40994669264953,35.77589547885701,NHDPlus comid,20044666,20044666
cat-2151533,u,-105.49422526779128,35.81196907835058,NHDPlus comid,20044800,20044800
cat-3005746,d,-116.1370443972164,48.65652669934616,NHDPlus comid,22905385,22905385
cat-3005745,u,-116.02404583831922,48.64403644406184,NHDPlus comid,22905697,22905697
cat-826299,d,-85.16877682098851,36.3813724938536,NHDPlus comid,10182675,10182675
cat-826297,u,-85.1970106546913,36.28715761972797,NHDPlus comid,10182821,10182821
cat-2736454,d,-111.53533882849456,31.857815718836644,NHDPlus comid,15878009,15878009
cat-2736467,u,-111.55804699484924,31.88245931463048,NHDPlus comid,15877965,15877965
cat-2732266,d,-114.14904991299828,36.95329433464892,NHDPlus comid,4915056,4915056
cat-2732257,u,-114.14369956479996,37.01389278288829,NHDPlus comid,4912988,4912988
cat-2165513,d,-103.16467109470445,37.36792214744785,NHDPlus comid,1002161,1002161
cat-2165520,u,-103.21779123487754,37.3412247708916,NHDPlus comid,1002187,1002187
cat-1838088,d,-109.3867039330484,46.86525692577583,NHDPlus comid,12380335,12380335
cat-1838087,u,-109.36774399084304,46.83174938572056,NHDPlus comid,12380335,12380335
cat-1488591,d,-97.68743760772485,48.67558688252842,NHDPlus comid,14426482,14426482
cat-1488609,u,-97.8235983930736,48.72751987470803,NHDPlus comid,14426006,14426006
cat-642718,d,-87.97906190514588,45.90963879630157,NHDPlus comid,6840957,6840957
cat-642736,u,-87.95516479528725,45.93818725627149,NHDPlus comid,6841505,6841505
cat-116487,d,-75.65977018952184,39.35446212309421,NHDPlus comid,4653426,4653426
cat-116490,u,-75.69346095483318,39.35256402762308,NHDPlus comid,4653428,4653428
cat-1846430,d,-112.72724749005938,44.71003169163075,NHDPlus comid,4168526,4168526
cat-1846436,u,-112.76706171681364,44.59792540913489,NHDPlus comid,4169418,4169418
cat-644301,d,-84.9064898289188,42.94139990162082,NHDPlus comid,12242602,12242602
cat-645468,u,-84.96062794154221,42.8732512645337,NHDPlus comid,12241310,12241310
cat-2741135,d,-114.21792978768048,33.98788678788723,NHDPlus comid,21421400,21421400
cat-2741145,u,-114.15807291051804,33.959389880192866,NHDPlus comid,21421338,21421338
cat-88939,d,-78.43782812959392,40.90535618355722,NHDPlus comid,4673223,4673223
cat-88938,u,-78.43935215459189,40.85533794863979,NHDPlus comid,4673491,4673491
cat-2724770,d,-110.69380137461098,35.154555146325045,NHDPlus comid,945020127,945020127
cat-2724771,u,-109.2002064236515,35.73144833095985,NHDPlus comid,20546430,20546430
cat-2866570,d,-117.49893719940192,37.37713581809045,NHDPlus comid,11677163,11677163
cat-2866573,u,-117.50816605015008,37.387800463791294,NHDPlus comid,11677163,11677163
cat-1318917,d,-89.54758904840055,34.30019956352929,NHDPlus comid,15274782,15274782
cat-1318923,u,-89.4881555968532,34.308569378206734,NHDPlus comid,15274760,15274760
cat-1556180,d,-100.25281464996,42.250861177759,NHDPlus comid,17332869,17332869
cat-1556178,u,-100.41944995119226,42.34258467847781,NHDPlus comid,17332745,17332745
cat-249239,d,-78.66599094274456,36.59897859834414,NHDPlus comid,8652458,8652458
cat-251557,u,-78.67929722481068,36.60756450780607,NHDPlus comid,8652444,8652444
cat-1563915,d,-106.0965899240604,42.8724593392004,NHDPlus comid,22107393,22107393
cat-1563912,u,-106.19527178342166,42.894584267570565,NHDPlus comid,22107317,22107317
cat-2982394,d,-117.22908975815146,44.85054488615923,NHDPlus comid,24207651,24207651
cat-2987944,u,-117.30329919129902,45.09133582836508,NHDPlus comid,24207731,24207731
cat-2142341,d,-99.85783561327506,35.41795649493164,NHDPlus comid,13754965,13754965
cat-2142332,u,-99.79991236970542,35.456059542478734,NHDPlus comid,13754787,13754787
cat-2422496,d,-99.45711935847967,30.29188306082703,NHDPlus comid,5772577,5772577
cat-2422494,u,-99.446606022645,30.26202186966758,NHDPlus comid,5772613,5772613
cat-1834619,d,-104.5591327753115,48.49642294992316,NHDPlus comid,3101843,3101843
cat-1834618,u,-104.48125750967658,48.51951770464096,NHDPlus comid,3096801,3096801
cat-2170055,d,-105.38470717106088,38.80438249424349,NHDPlus comid,947187,947187
cat-2170053,u,-105.34091499775224,38.75049854681625,NHDPlus comid,947245,947245
cat-1814910,d,-106.71463697577578,45.95013477075156,NHDPlus comid,13262573,13262573
cat-1814909,u,-106.75896030503384,45.93528888389084,NHDPlus comid,13263169,13263169
cat-639845,d,-92.32529682059088,46.3485252239619,NHDPlus comid,1805273,1805273
cat-639844,u,-92.34921543498342,46.36811049180236,NHDPlus comid,1805271,1805271
cat-3317034,d,-117.57984690868024,34.23817307033657,NHDPlus comid,22554740,22554740
cat-3316919,u,-117.55737024522804,34.25261794220757,NHDPlus comid,22554672,22554672
cat-412921,d,-83.87200733142765,33.66747777970906,NHDPlus comid,6331122,6331122
cat-412917,u,-83.89609825094662,33.72819048612561,NHDPlus comid,6331670,6331670
cat-2403293,d,-95.91311754802187,32.08873616359925,NHDPlus comid,1451587,1451587
cat-2403296,u,-95.89611461562453,32.08455008020025,NHDPlus comid,1451515,1451515
cat-658223,d,-87.75274457114688,44.519531108276375,NHDPlus comid,13063759,13063759
cat-658227,u,-87.7833680186594,44.49805152304034,NHDPlus comid,13063569,13063569
cat-2998315,d,-114.734652283808,45.42847761014211,NHDPlus comid,23541284,23541284
cat-3007402,u,-114.69667049556612,45.46648485207389,NHDPlus comid,23542410,23542410
cat-1487840,d,-98.59339816860896,48.95237101291268,NHDPlus comid,14414935,14414935
cat-1487842,u,-98.42128146861594,48.709259602177184,NHDPlus comid,14415753,14415753
cat-2505780,d,-103.92512394156248,32.22921164767171,NHDPlus comid,22460333,22460333
cat-2507728,u,-104.33006186017651,32.270484966843554,NHDPlus comid,22458397,22458397
cat-2187874,d,-93.09785116900652,36.17770229217631,NHDPlus comid,7630394,7630394
cat-2187875,u,-93.1431143358691,36.142415319167135,NHDPlus comid,7630464,7630464
cat-1861556,d,-100.90378287719123,42.92281778830208,NHDPlus comid,16031298,16031298
cat-1861575,u,-100.78462799454115,42.96852543069732,NHDPlus comid,16031262,16031262
cat-2398372,d,-98.29752300526692,26.455245828313927,NHDPlus comid,203611,203611
cat-2398319,u,-98.25796383477976,26.36759884945492,NHDPlus comid,203599,203599
cat-2168645,d,-104.41559108845078,38.77003855569996,NHDPlus comid,1006013,1006013
cat-2168648,u,-104.55967938606314,38.92346225521314,NHDPlus comid,1006003,1006003
cat-1852689,d,-107.48000839640716,47.70183001665153,NHDPlus comid,12353619,12353619
cat-1852690,u,-107.45351449133972,47.70115164372909,NHDPlus comid,12353163,12353163
cat-1062824,d,-89.35412963140038,38.7833321955724,NHDPlus comid,13882700,13882700
cat-1062818,u,-89.33546226876238,38.80273860961749,NHDPlus comid,13882672,13882672
cat-1090989,d,-90.54067392668688,42.487037574873874,NHDPlus comid,13358584,13358584
cat-1090988,u,-90.5248427679309,42.51740351580095,NHDPlus comid,13357408,13357408
cat-414593,d,-83.8913131901434,34.164424735480104,NHDPlus comid,1047443,1047443
cat-414591,u,-83.86979616333315,34.18805632019742,NHDPlus comid,1047281,1047281
cat-1104877,d,-95.2123255089182,44.26865518833608,NHDPlus comid,4048654,4048654
cat-1104881,u,-95.2481276819759,44.25184890944721,NHDPlus comid,4049328,4049328
cat-3294779,d,-121.43565514360196,38.87518905365744,NHDPlus comid,15038763,15038763
cat-3294013,u,-121.1233980573864,38.95506187302431,NHDPlus comid,15009433,15009433
cat-2433066,d,-95.3524365959091,32.71560820043699,NHDPlus comid,5293683,5293683
cat-2433068,u,-95.34384305722531,32.68502881351159,NHDPlus comid,5293849,5293849
cat-2741247,d,-113.6740289179714,33.97654142921994,NHDPlus comid,21420940,21420940
cat-2741239,u,-113.58825817041117,34.11372674247159,NHDPlus comid,21420824,21420824
cat-3055293,d,-118.49904085568444,42.293235221484856,NHDPlus comid,24074463,24074463
cat-3055294,u,-118.43138671744696,42.2875876200164,NHDPlus comid,24074481,24074481
cat-2713759,d,-108.93343545939544,31.918515810556794,NHDPlus comid,21309939,21309939
cat-2713755,u,-108.92008447527276,31.92466309240696,NHDPlus comid,21309937,21309937
cat-1857430,d,-103.90483277714442,48.17070630787271,NHDPlus comid,21530270,21530270
cat-1857416,u,-103.87725920338508,48.205973740251984,NHDPlus comid,21530104,21530104
cat-1865564,d,-98.12652222424671,44.300233397868425,NHDPlus comid,12699164,12699164
cat-1865566,u,-98.07462446114522,44.275113392877465,NHDPlus comid,12699178,12699178
cat-2733668,d,-113.23961904952156,37.39053775992253,NHDPlus comid,10024994,10024994
cat-2733667,u,-113.2446272869388,37.42055564298631,NHDPlus comid,10022822,10022822
cat-112095,d,-76.50371596104601,39.19886411036261,NHDPlus comid,11690556,11690556
cat-112091,u,-76.59267879681305,39.2560503000476,NHDPlus comid,11690184,11690184
cat-1541508,d,-101.59762674485312,39.52571622240433,NHDPlus comid,8170116,8170116
